"chr","pos","strand","Name","Probe_rs","Probe_maf","CpG_rs","CpG_maf","SBE_rs","SBE_maf","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Phantom","DMR","Enhancer","HMM_Island","Regulatory_Feature_Name","Regulatory_Feature_Group","DHS","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"cg23936031","chr7",27183133,"+","cg23936031",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","1stExon","","","","7:27148127-27149665","7:27182652-27184498","Unclassified","TRUE",2.06665627166095,2.76724485031789,7.60586637024072,1.49761441661747e-09,4.31786154494929e-05,11.2834684962409
"cg23204968","chr7",27183816,"-","cg23204968",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",1.57202388261525,2.98956486689974,7.5906493685639,1.57566281868772e-09,4.31786154494929e-05,11.238303920873
"cg04863892","chr7",27183375,"-","cg04863892",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS200","","","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",1.50393272899125,1.95955997224628,7.51918236972234,2.0006933536024e-09,5.09097859824347e-05,11.025867342971
"cg11724970","chr7",27182493,"-","cg11724970",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","N_Shore","HOXA5","NM_019102","Body","","","","7:27148127-27149665","7:27182297-27182528","Unclassified_Cell_type_specific","TRUE",1.58414616914775,2.34608156000259,7.42572713718084,2.73551996339087e-09,6.49676872905454e-05,10.7472959635602
"cg18751141","chr7",27138173,"+","cg18751141","rs6668",0.218721,NA,NA,NA,NA,"chr7:27135342-27136736","S_Shore","","","","","","","7:27104415-27105024","","","",-1.18784944136562,-0.325693113500868,-7.32324844486176,3.85745513461713e-09,8.31480873034418e-05,10.4408625330453
"cg05835726","chr7",27183861,"-","cg05835726",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","7:27149871-27150476","7:27182652-27184498","Unclassified","",1.42784814083123,2.30154762809653,7.3032864601935,4.12485251048228e-09,8.31480873034418e-05,10.3810589285366
"cg02611934","chr13",88329407,"+","cg02611934",NA,NA,NA,NA,NA,NA,"chr13:88329394-88329885","Island","SLITRK5","NM_015567","Body","","RDMR","TRUE","13:87127396-87128430","","","",-1.26962427362975,0.457894068819516,-7.28691002098257,4.35808195078122e-09,8.31480873034418e-05,10.331970392745
"cg22469274","chr7",27187553,"+","cg22469274",NA,NA,NA,NA,NA,NA,"chr7:27186927-27187692","Island","HOXA6","NM_024014","TSS200","","DMR","","7:27153988-27155184","7:27186949-27188385","Unclassified_Cell_type_specific","TRUE",2.00593908523502,-3.84775879269065,7.28172684912547,4.43462689656106e-09,8.31480873034418e-05,10.3164287982275
"cg20517050","chr7",27183806,"-","cg20517050",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",1.64579200904549,2.35038897248852,7.2609224775531,4.75570888865016e-09,8.47098756518589e-05,10.2540235586623
"cg17485838","chr7",27138712,"-","cg17485838",NA,NA,NA,NA,NA,NA,"chr7:27135342-27136736","S_Shore","","","","","RDMR","","","7:27138326-27138743","Gene_Associated_Cell_type_specific","",-1.17290791450834,-0.0717007064676065,-7.22086178437357,5.44130205520505e-09,9.23065071741201e-05,10.1337502434594
"cg03529432","chr7",27187502,"-","cg03529432",NA,NA,NA,NA,NA,NA,"chr7:27186927-27187692","Island","HOXA6","NM_024014","TSS200","","DMR","","7:27153988-27155184","7:27186949-27188385","Unclassified_Cell_type_specific","TRUE",1.7190334524492,-2.52653090838549,7.15978421368195,6.68264119019263e-09,0.000108211705036372,9.95011586616721
"cg08959039","chr13",111062266,"+","cg08959039",NA,NA,NA,NA,NA,NA,"","OpenSea","COL4A2","NM_001846","Body","","","","13:109860248-109860298","","","",-0.880888786922094,-0.354277991941098,-7.11822074425188,7.68649584849646e-09,0.000119055465806418,9.82497656478227
"cg12128839","chr7",27183436,"-","cg12128839",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS200","","","","7:27149871-27150476","7:27182652-27184498","Unclassified","",1.53439636523359,1.6175680720234,7.08364959943205,8.6359873923389e-09,0.00012818863869099,9.72078494452609
"cg14882265","chr7",27184375,"+","cg14882265",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","","","","7:27182652-27184498","Unclassified","",1.37535185605816,2.18303021364383,7.0314639331675,1.02971144860666e-08,0.000143955713535576,9.56333160207969
"cg08335389","chr12",109554302,"+","cg08335389",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","low-CpG:108038628-108038787","","","","","","",0.465109232614188,0.119723309528301,7.02549805157562,1.05063890073544e-08,0.000143955713535576,9.54531843958775
"cg23038594","chr1",170254369,"+","cg23038594",NA,NA,NA,NA,NA,NA,"","OpenSea","LOC284688","NR_026957","TSS1500","","","","","","","",0.88044786795129,1.49195940754721,7.01161626016681,1.10100204343721e-08,0.000144222136622097,9.50339411268802
"cg25937790","chr3",119114849,"+","cg25937790",NA,NA,NA,NA,NA,NA,"","OpenSea","CDGAP","NM_020754","Body","","","TRUE","","","","",0.693940616147903,1.94800980083317,7.00297970803231,1.13355129908313e-08,0.000144222136622097,9.47730379259129
"cg18951332","chr2",220777552,"-","cg18951332",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","2:220777188-220777937","Unclassified_Cell_type_specific","",-0.618260161753861,1.30182892601415,-6.95877478043515,1.31590841574291e-08,0.000161650273643563,9.34368049973273
"cg02005600","chr7",27183686,"-","cg02005600",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",1.44575843801492,2.04844756279149,6.93449131416391,1.42833201742387e-08,0.000169612046515722,9.27021776953544
"cg00525681","chr13",88329151,"-","cg00525681",NA,NA,NA,NA,NA,NA,"chr13:88329394-88329885","N_Shore","SLITRK5","NM_015567","Body","","RDMR","","13:87126449-87127153","","","",-0.998718118916465,0.567981156825234,-6.89281101457165,1.64423012621274e-08,0.000188951213326663,9.14403269964631
"cg16787483","chr13",88328251,"-","cg16787483",NA,NA,NA,NA,NA,NA,"chr13:88329394-88329885","N_Shore","SLITRK5","NM_015567","Body","","RDMR","","13:87126252-87126296","","","",-1.0519718434517,1.26174335787564,-6.84171312649543,1.95410029952308e-08,0.000217073813714715,8.98918176938509
"cg19759481","chr7",27183401,"-","cg19759481",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS200","","","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",1.62572039828151,2.00151964799475,6.82987747947949,2.03385891486958e-08,0.000217073813714715,8.95329070304592
"cg05757365","chr13",88328471,"+","cg05757365",NA,NA,NA,NA,NA,NA,"chr13:88329394-88329885","N_Shore","SLITRK5","NM_015567","Body","","RDMR","","13:87126449-87127153","","","",-1.07337459764352,0.577848535042836,-6.81609309511845,2.13087488753164e-08,0.000217073813714715,8.91147937950207
"cg06727338","chr15",95847523,"+","cg06727338",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.884126850251626,-2.031830886363,6.81584193922531,2.13268494435431e-08,0.000217073813714715,8.91071745705481
"cg17994139","chr7",27187556,"+","cg17994139",NA,NA,NA,NA,NA,NA,"chr7:27186927-27187692","Island","HOXA6","NM_024014","TSS200","","DMR","","7:27153988-27155184","7:27186949-27188385","Unclassified_Cell_type_specific","TRUE",2.51204728912335,-4.07342009028612,6.8054644915806,2.20883784198659e-08,0.000218579843616253,8.87923246414356
"cg18154283","chr2",137084902,"-","cg18154283",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","2:137084701-137085454","Unclassified","",0.617645086264638,-0.0368854026669169,6.78359971125616,2.37833225540802e-08,0.000220340646955903,8.8128742169247
"cg24366314","chr13",88329680,"-","cg24366314",NA,NA,NA,NA,NA,NA,"chr13:88329394-88329885","Island","SLITRK5","NM_015567","Body","","RDMR","TRUE","13:87127396-87128430","","","",-0.816869127911374,-1.31745135631945,-6.78104234450253,2.39899014753173e-08,0.000220340646955903,8.80511094237207
"cg02916332","chr7",27183591,"+","cg02916332",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",1.15496646188845,1.48068598773408,6.77942051361211,2.41218409557474e-08,0.000220340646955903,8.80018743270728
"cg09823859","chr13",88328294,"+","cg09823859",NA,NA,NA,NA,NA,NA,"chr13:88329394-88329885","N_Shore","SLITRK5","NM_015567","Body","","RDMR","","13:87126252-87126296","","","",-1.0053933920705,0.796501932691868,-6.74854194475142,2.67773890518062e-08,0.000238482774069017,8.7064184998327
"cg25598685","chr11",42617544,"+","cg25598685",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.979438058714418,1.34313067435369,-6.71770872721725,2.97215139375964e-08,0.000258247334943879,8.61273443504567
"cg23454797","chr7",27183990,"+","cg23454797",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","","7:27182652-27184498","Unclassified","",1.25681610510479,3.25670151489766,6.68922771325118,3.2728575268118e-08,0.000269960725805279,8.5261522268914
"cg04570735","chr19",18334849,"+","cg04570735",NA,NA,NA,NA,NA,NA,"chr19:18335072-18337375","N_Shore","PDE4C;PDE4C;PDE4C","NM_001098819;NM_001098818;NM_000923","5'UTR;Body;Body","","","","19:18195658-18197600","19:18334742-18336694","Promoter_Associated","",-0.685444729741437,-0.626020611278536,-6.68850181642157,3.28090763112449e-08,0.000269960725805279,8.52394495158054
"cg02211646","chr7",114055210,"+","cg02211646",NA,NA,NA,NA,NA,NA,"","OpenSea","FOXP2;FOXP2;FOXP2;FOXP2;FOXP2;FOXP2","NM_148898;NM_148898;NM_148899;NM_014491;NM_014491;NM_148899","1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon","low-CpG:113842126-113842489","","","","","","",-0.752844225954722,1.68040364719292,-6.68373213675586,3.3342985685223e-08,0.000269960725805279,8.50944084814635
"cg12214451","chr4",114900175,"-","cg12214451",NA,NA,NA,NA,NA,NA,"chr4:114900355-114900810","N_Shore","ARSJ;ARSJ","NM_024590;NM_024590","1stExon;5'UTR","","","","4:115119478-115119644","4:114899991-114900840","Unclassified_Cell_type_specific","",-0.573630492731039,-0.510140196364967,-6.65669510042977,3.65382623257013e-08,0.000289257183604877,8.427202363933
"cg17713912","chr7",103449893,"+","cg17713912",NA,NA,NA,NA,NA,NA,"","OpenSea","RELN;RELN","NM_173054;NM_005045","Body;Body","","","TRUE","","","","",0.724071031216991,2.28157271673069,6.63563160280415,3.92387585292586e-08,0.000303882859396864,8.36310872982501
"cg00106345","chr7",27138396,"+","cg00106345",NA,NA,NA,NA,NA,NA,"chr7:27135342-27136736","S_Shore","","","","","","","7:27104415-27105024","7:27138326-27138743","Gene_Associated_Cell_type_specific","",-1.42052361042434,-0.764254609745094,-6.61616558092497,4.19119182083572e-08,0.000317678963875238,8.30385732950498
"cg08889687","chr3",110789300,"-","cg08889687",NA,NA,NA,NA,NA,NA,"chr3:110790149-110791401","N_Shore","","","","","","","3:112271926-112272294","","","",-0.635315248087955,-1.12547934753016,-6.59662933678947,4.47781584897132e-08,0.000332333230649331,8.24437470731556
"cg19719409","chr7",27130324,"-","cg19719409","rs17437175",0.021285,NA,NA,NA,NA,"chr7:27127500-27128368","S_Shore","","","","","","TRUE","","","","",-0.674813555755431,1.77462821194103,-6.5846533211098,4.663143965458e-08,0.000336821708037898,8.20790253907878
"cg25942940","chr1",8270645,"-","cg25942940",NA,NA,NA,NA,NA,NA,"chr1:8271996-8272202","N_Shore","","","","","","","","","","",-0.739445556011363,1.80204364364072,-6.58061278525789,4.72738856738899e-08,0.000336821708037898,8.19559593930208
"cg23111488","chr5",144538350,"-","cg23111488",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.91329930968394,1.60919051572542,-6.53301062012639,5.55442177355746e-08,0.000379564629988492,8.05055833205911
"cg26168643","chr13",88328009,"-","cg26168643",NA,NA,NA,NA,NA,NA,"chr13:88329394-88329885","N_Shore","SLITRK5","NM_015567","Body","","RDMR","","","","","",-1.25631577749346,0.561281476904659,-6.5319519831517,5.57437465142629e-08,0.000379564629988492,8.04733175473577
"cg08657654","chr7",27138974,"+","cg08657654",NA,NA,NA,NA,NA,NA,"chr7:27135342-27136736","S_Shelf","","","","","RDMR","","","","","",-1.12464291710906,1.53104609440768,-6.52666593229691,5.67508345008439e-08,0.000379564629988492,8.03121995275209
"cg01383287","chr2",73495839,"+","cg01383287",NA,NA,NA,NA,NA,NA,"chr2:73495920-73496910","N_Shore","FBXO41","NM_001080410","Body","","","TRUE","","","","TRUE",0.693031041479237,2.16010213082631,6.52261554666763,5.75348145781093e-08,0.000379564629988492,8.01887370168633
"cg04053108","chr12",6166028,"-","cg04053108","rs71582861",0.017383,NA,NA,NA,NA,"chr12:6165941-6166257","Island","VWF","NM_000552","Body","","","","12:6036077-6036509","12:6165281-6166294","Unclassified","",1.42442595915165,-1.33849213062132,6.51207239006293,5.96267339463638e-08,0.000386213196994952,7.98673344005169
"cg17658213","chr17",8218709,"-","cg17658213",NA,NA,NA,NA,NA,NA,"","OpenSea","ARHGEF15","NM_173728","Body","","","TRUE","","","","",0.535764143370296,-0.219079424701601,6.48880249591859,6.45172589701366e-08,0.000410427695032434,7.91578163244158
"cg23998119","chr14",77600217,"-","cg23998119",NA,NA,NA,NA,NA,NA,"","OpenSea","ZDHHC22","NM_174976","Body","","DMR","","","14:77599957-77600469","Unclassified_Cell_type_specific","",0.976418299259437,-2.2471644352685,6.47672578404906,6.72116008103434e-08,0.000420066609310189,7.8789510081553
"cg01370449","chr7",27183369,"+","cg01370449",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS200","","","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",1.25753448882517,2.05153759123667,6.4630905323538,7.03892487825568e-08,0.000432341688492102,7.83736113884651
"cg02248486","chr7",27183196,"-","cg02248486",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","1stExon","","","","","7:27182652-27184498","Unclassified","",1.22404682476875,2.20473687267767,6.45511884139967,7.23162187398473e-08,0.000436649005847066,7.81304317265132
"cg26700919","chr18",13375474,"-","cg26700919",NA,NA,NA,NA,NA,NA,"","OpenSea","C18orf1;C18orf1","NM_181482;NM_181481","5'UTR;5'UTR","","DMR","TRUE","","18:13375244-13375758","Unclassified","TRUE",0.838969584391122,1.93909782176205,6.3828369830973,9.23841142061931e-08,0.000548522979423087,7.5924530344088
"cg15325961","chr8",49183143,"+","cg15325961",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.492252555095006,-0.613352755359888,6.37111829168717,9.61262405197773e-08,0.000561385123835542,7.5566756091245
"cg20817131","chr7",27184167,"-","cg20817131",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","7:27150684-27150895","7:27182652-27184498","Unclassified","",1.0756477230551,2.44997222250943,6.35414624294458,1.01816302991429e-07,0.000585024981599701,7.5048531964328
"cg11857140","chr11",126372533,"+","cg11857140","rs10790809",0.494326,NA,NA,NA,NA,"","OpenSea","KIRREL3;KIRREL3","NM_001161707;NM_032531","Body;Body","","","TRUE","","","","",-0.789515847871021,1.27470859849123,-6.29617492607807,1.23915175294101e-07,0.000700700978137253,7.32779221809751
"cg05076221","chr7",27182637,"+","cg05076221",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","Body","","","","7:27148127-27149665","","","TRUE",1.16477535756707,1.03393520276331,6.266124069181,1.37196605520034e-07,0.000746358543951796,7.23598094515638
"cg07278425","chr7",27137922,"+","cg07278425",NA,NA,NA,NA,NA,NA,"chr7:27135342-27136736","S_Shore","","","","","","","7:27104415-27105024","","","",-1.11384751172181,0.328823827775476,-6.26412261131617,1.38130111003255e-07,0.000746358543951796,7.22986551845648
"cg13245264","chr6",154331823,"+","cg13245264",NA,NA,NA,NA,NA,NA,"","OpenSea","OPRM1;OPRM1;OPRM1;OPRM1;OPRM1","NM_001145279;NM_001145280;NM_001145280;NM_001145281;NM_001145279","1stExon;1stExon;5'UTR;Body;5'UTR","","","","","","","",0.600710590880488,1.44736344043535,6.26381385818188,1.38274681471511e-07,0.000746358543951796,7.22892212143848
"cg04582263","chr16",67973788,"-","cg04582263",NA,NA,NA,NA,NA,NA,"chr16:67969290-67970418","S_Shelf","LCAT","NM_000229","3'UTR","","","","","16:67973542-67974557","Unclassified_Cell_type_specific","",0.652762582965292,1.53339225516623,6.25577130196997,1.42094263961396e-07,0.000755527926342204,7.20434747894884
"cg04265576","chr7",27187372,"+","cg04265576",NA,NA,NA,NA,NA,NA,"chr7:27186927-27187692","Island","HOXA6","NM_024014","TSS200","","","","7:27153489-27153900","7:27186949-27188385","Unclassified_Cell_type_specific","TRUE",1.01135921356191,-2.28826416115581,6.24818712776571,1.45792693589883e-07,0.000763792913645999,7.18117248910267
"cg21090457","chr3",77573709,"+","cg21090457",NA,NA,NA,NA,NA,NA,"","OpenSea","ROBO2;ROBO2","NM_001128929;NM_002942","Body;Body","","","TRUE","","","","",-0.904377331363151,0.56155645017465,-6.23850502316017,1.50654296485371e-07,0.00076916355113595,7.15158554203829
"cg08095437","chr2",209055151,"-","cg08095437",NA,NA,NA,NA,NA,NA,"","OpenSea","C2orf80","NM_001099334","TSS1500","","","","","","","",0.579912911207604,2.53674549834076,6.23756272105055,1.51136011956705e-07,0.00076916355113595,7.14870594372388
"cg20554277","chr14",37506088,"-","cg20554277",NA,NA,NA,NA,NA,NA,"","OpenSea","SLC25A21;SLC25A21","NM_030631;NM_001171170","Body;Body","","","TRUE","","","","",0.620279538801168,1.53767847767143,6.21005819660108,1.65895447708325e-07,0.000832386250265526,7.06464892023687
"cg15297220","chr4",134589655,"+","cg15297220",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.701577821909983,-0.607417663136611,6.19848017740813,1.72531239762233e-07,0.0008455356475757,7.02926227254474
"cg08217526","chr14",98445245,"+","cg08217526","rs139473280",0.0133,NA,NA,NA,NA,"","OpenSea","C14orf64","NR_015430","TSS1500","","","","","14:98444107-98445301","Unclassified_Cell_type_specific","",0.620420236243333,-0.493766381375777,6.19456215347923,1.74836327023962e-07,0.0008455356475757,7.01728701662552
"cg02646423","chr7",27183794,"-","cg02646423","rs73290307",0.064442,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","7:27149871-27150476","7:27182652-27184498","Unclassified","TRUE",0.913725749004719,1.48344767173378,6.19321406962342,1.75636536430271e-07,0.0008455356475757,7.01316662301703
"cg08070327","chr7",27184059,"-","cg08070327",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","","7:27182652-27184498","Unclassified","",1.04415161438871,3.55710706964636,6.16653736958618,1.92245959532266e-07,0.00091315549138096,6.93162606785363
"cg17376609","chr13",88328813,"+","cg17376609",NA,NA,NA,NA,NA,NA,"chr13:88329394-88329885","N_Shore","SLITRK5","NM_015567","Body","","RDMR","","13:87126449-87127153","","","",-1.09018350592545,1.56389470598404,-6.15823199450092,1.97730559774874e-07,0.000926848990355262,6.90623840565587
"cg14044640","chr7",27187560,"+","cg14044640","rs181098649",0.0128,NA,NA,NA,NA,"chr7:27186927-27187692","Island","HOXA6","NM_024014","TSS200","","DMR","","7:27153988-27155184","7:27186949-27188385","Unclassified_Cell_type_specific","TRUE",2.32006925412415,-3.85304875270759,6.14743788241212,2.05092794379487e-07,0.000948873799139227,6.87324247137027
"cg05968188","chr6",16483997,"-","cg05968188",NA,NA,NA,NA,NA,NA,"","OpenSea","ATXN1;ATXN1","NM_001128164;NM_000332","5'UTR;5'UTR","","","TRUE","","","","",0.990118348417347,1.14274720933365,6.14148455539474,2.09269791726213e-07,0.000955786114788521,6.85504373927027
"cg12166476","chr13",76334866,"+","cg12166476",NA,NA,NA,NA,NA,NA,"","OpenSea","LMO7;LMO7;LMO7","NM_015842;NM_015842;NM_005358","5'UTR;1stExon;Body","low-CpG:75232832-75233102","","","","","","",0.739624564784246,-0.40494841928074,6.13408915173529,2.14577071879047e-07,0.000967620366728494,6.83243643125151
"cg09816756","chr4",69047758,"-","cg09816756",NA,NA,NA,NA,NA,NA,"chr4:69048062-69048437","N_Shore","LOC100130017","NR_015446","TSS1500","","","","","","","",0.542156272351004,2.14606601921702,6.10720458534451,2.35028237241228e-07,0.00104659542970002,6.75024978461579
"cg15986668","chr1",41156730,"+","cg15986668",NA,NA,NA,NA,NA,NA,"chr1:41157162-41157975","N_Shore","NFYC;NFYC;NFYC;LOC100130557;NFYC;NFYC","NM_001142587;NM_001142589;NM_001142588;NR_024567;NM_014223;NM_001142590","TSS1500;TSS1500;TSS1500;Body;TSS1500;TSS1500","","","","","","","",0.463972721766831,0.529759225852548,6.10152118915026,2.39594762630723e-07,0.00105375847177015,6.73287521923041
"cg03523630","chr6",157040896,"+","cg03523630",NA,NA,NA,NA,NA,NA,"chr6:157040983-157041385","N_Shore","","","","","","","6:157082506-157083077","6:157040735-157041687","Unclassified_Cell_type_specific","TRUE",0.463457913190746,-0.708118235205095,6.0869880030426,2.51678800990207e-07,0.00109340627388727,6.68844591059643
"cg01323381","chr7",27184264,"-","cg01323381",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","","","7:27150684-27150895","7:27182652-27184498","Unclassified","",0.910785313819744,2.47709314476896,6.0702745694712,2.66329489009767e-07,0.00114311504593114,6.63735119668608
"cg06906435","chr14",99177777,"-","cg06906435",NA,NA,NA,NA,NA,NA,"","OpenSea","C14orf177","NM_182560","TSS200","","","","","","","",-1.03181008141354,0.0273058798290545,-6.06450027595548,2.71586485936192e-07,0.00115180152002784,6.61969860842667
"cg20474425","chr12",54746067,"-","cg20474425",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","12:54745998-54746169","Promoter_Associated","",0.784051940729313,-1.05844446347214,6.05830160336999,2.77345139358742e-07,0.00116225636402676,6.60074870295936
"cg25285743","chr12",16701533,"+","cg25285743",NA,NA,NA,NA,NA,NA,"","OpenSea","LMO3;LMO3","NM_001001395;NM_018640","3'UTR;3'UTR","","","","","","","",0.813000975347459,0.848319454010039,6.05487913698931,2.80576702287193e-07,0.00116225636402676,6.59028594328298
"cg03391464","chr16",7374542,"-","cg03391464",NA,NA,NA,NA,NA,NA,"","OpenSea","A2BP1;A2BP1;A2BP1","NM_001142334;NM_001142333;NM_018723","Body;Body;Body","","","TRUE","","","","",0.523470778425223,-1.8080347919472,6.05089416718798,2.84386763852754e-07,0.00116449842170948,6.57810359899774
